ref_projects;orderId;ordertimestamp;orderMonth;invoicecode;payment;orderstatecancel;orderstatefinal;projectItemId;orderItemId;timestamp;price_clean;price_vat;amount;multiplier;ref_catalog_complete;vat;itemname;orderDay;delivery_type;payment_type;currency;creditInvoiceCode;carrierPackageId;ref_catalog_complete_final;multiplier_final;catCompleteCombinationId;lastOrderStateChange;delivery_type_id;custom_type;orderDestinationCountryId;id_combinations;orderItemType;ab_test_name;ab_test_variant;alternative_product_source;alternative_product_invasive;global_upsell_type;itemId;itemGlobalId;showroomName;commonName;unique_item_id
38;500000022;2026-05-08 12:05:00;05;;PayPal;0;1;delivery_38__21;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
38;500000023;2026-05-15 12:00:00;05;;Vorkasse;0;1;1220;2220;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;122;;;Dailies AquaComfort Plus (30 Linsen);
38;500000023;2026-05-15 12:05:00;05;;Vorkasse;0;1;delivery_38__22;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000024;2026-05-22 12:00:00;05;;Kreditkarte;0;1;1230;2230;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;123;;;Biofinity Multifocal (3 Linsen);
38;500000024;2026-05-22 12:01:00;05;;Kreditkarte;0;1;1231;2231;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;123;;;Biofinity Multifocal (3 Linsen);
38;500000024;2026-05-22 12:05:00;05;;Kreditkarte;0;1;delivery_38__23;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
38;500000025;2026-05-01 12:00:00;05;;PayPal;0;1;1240;2240;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;124;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000025;2026-05-01 12:05:00;05;;PayPal;0;1;delivery_38__24;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;;;;;
38;500000026;2026-05-08 12:00:00;05;;Vorkasse;0;1;1250;2250;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;125;;;Biofinity (6 Linsen);
38;500000026;2026-05-08 12:01:00;05;;Vorkasse;0;1;1251;2251;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;125;;;Biofinity (6 Linsen);
38;500000026;2026-05-08 12:05:00;05;;Vorkasse;0;1;delivery_38__25;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;;;;;
38;500000027;2026-05-15 12:00:00;05;;Kreditkarte;0;1;1260;2260;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;126;;;Dailies AquaComfort Plus (30 Linsen);
38;500000027;2026-05-15 12:05:00;05;;Kreditkarte;0;1;delivery_38__26;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;;;;;
38;500000028;2026-05-22 12:00:00;05;;PayPal;0;1;1270;2270;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;127;;;Biofinity Multifocal (3 Linsen);
38;500000028;2026-05-22 12:01:00;05;;PayPal;0;1;1271;2271;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;127;;;Biofinity Multifocal (3 Linsen);
38;500000028;2026-05-22 12:05:00;05;;PayPal;0;1;delivery_38__27;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
38;500000029;2026-05-01 12:00:00;05;;Vorkasse;0;1;1280;2280;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;128;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000029;2026-05-01 12:05:00;05;;Vorkasse;0;1;delivery_38__28;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000030;2026-05-08 12:00:00;05;;Kreditkarte;0;1;1290;2290;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;129;;;Biofinity (6 Linsen);
38;500000030;2026-05-08 12:01:00;05;;Kreditkarte;0;1;1291;2291;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;129;;;Biofinity (6 Linsen);
38;500000030;2026-05-08 12:05:00;05;;Kreditkarte;0;1;delivery_38__29;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
38;500000031;2026-05-15 12:00:00;05;;PayPal;0;1;1300;2300;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;130;;;Dailies AquaComfort Plus (30 Linsen);
38;500000031;2026-05-15 12:05:00;05;;PayPal;0;1;delivery_38__30;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;;;;;
38;500000032;2026-05-22 12:00:00;05;;Vorkasse;0;1;1310;2310;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;131;;;Biofinity Multifocal (3 Linsen);
38;500000032;2026-05-22 12:01:00;05;;Vorkasse;0;1;1311;2311;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;131;;;Biofinity Multifocal (3 Linsen);
38;500000032;2026-05-22 12:05:00;05;;Vorkasse;0;1;delivery_38__31;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;;;;;
38;500000033;2026-05-01 12:00:00;05;;Kreditkarte;0;1;1320;2320;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;132;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000033;2026-05-01 12:05:00;05;;Kreditkarte;0;1;delivery_38__32;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;;;;;
38;500000034;2026-05-08 12:00:00;05;;PayPal;0;1;1330;2330;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;133;;;Biofinity (6 Linsen);
38;500000034;2026-05-08 12:01:00;05;;PayPal;0;1;1331;2331;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;133;;;Biofinity (6 Linsen);
38;500000034;2026-05-08 12:05:00;05;;PayPal;0;1;delivery_38__33;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
38;500000035;2026-05-15 12:00:00;05;;Vorkasse;1;1;1340;2340;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;134;;;Dailies AquaComfort Plus (30 Linsen);
38;500000035;2026-05-15 12:05:00;05;;Vorkasse;0;1;delivery_38__34;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280|221;1|2;;;;;;;;
38;500000036;2026-05-22 12:00:00;05;;Kreditkarte;0;1;1350;2350;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;135;;;Biofinity Multifocal (3 Linsen);
38;500000036;2026-05-22 12:01:00;05;;Kreditkarte;0;1;1351;2351;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;135;;;Biofinity Multifocal (3 Linsen);
38;500000036;2026-05-22 12:05:00;05;;Kreditkarte;0;1;delivery_38__35;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;;;;;;;;;;
38;500000037;2026-05-01 12:00:00;05;;PayPal;0;1;1360;2360;;50.92;60.6;1.000000;1.0;;19.000;Air Optix Night and Day Aqua (6 Linsen);01;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;136;;;Air Optix Night and Day Aqua (6 Linsen);
38;500000037;2026-05-01 12:05:00;05;;PayPal;0;1;delivery_38__36;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;01;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;280;1;;;;;;;;
38;500000038;2026-05-08 12:00:00;05;;Vorkasse;0;1;1370;2370;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;137;;;Biofinity (6 Linsen);
38;500000038;2026-05-08 12:01:00;05;;Vorkasse;0;1;1371;2371;;22.10;26.3;1.000000;1.0;;19.000;Biofinity (6 Linsen);08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;137;;;Biofinity (6 Linsen);
38;500000038;2026-05-08 12:05:00;05;;Vorkasse;0;1;delivery_38__37;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;08;DE - DHL;Vorkasse;EUR;;;;;;;;;84;;Normal;280;2;;;;;;;;
38;500000039;2026-05-15 12:00:00;05;;Kreditkarte;0;1;1380;2380;;18.40;21.9;1.000000;1.0;;19.000;Dailies AquaComfort Plus (30 Linsen);15;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;138;;;Dailies AquaComfort Plus (30 Linsen);
38;500000039;2026-05-15 12:05:00;05;;Kreditkarte;0;1;delivery_38__38;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;15;DE - DHL;Kreditkarte;EUR;;;;;;;;;84;;Normal;221;1;;;;;;;;
38;500000040;2026-05-22 12:00:00;05;;PayPal;0;1;1390;2390;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;139;;;Biofinity Multifocal (3 Linsen);
38;500000040;2026-05-22 12:01:00;05;;PayPal;0;1;1391;2391;;31.50;37.5;1.000000;1.0;;19.000;Biofinity Multifocal (3 Linsen);22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;139;;;Biofinity Multifocal (3 Linsen);
38;500000040;2026-05-22 12:05:00;05;;PayPal;0;1;delivery_38__39;;;3.27;3.9;1;1.0;;19.000;Delivery - DHL;22;DE - DHL;PayPal;EUR;;;;;;;;;84;;Normal;221;2;;;;;;;;
